artist,song_name,pallavi,anupallavi,f_caranam,l_caranam,no_caranam,no_ap
Tyagaraja,song049.txt,"pallavi
bhaktuni cAritramu vinavE manasA sItArama <EOP>
","anupallavi
shaktilEka tA gOrucu jIvanmuktuDai Anandamu nondu <EOP>
","caraNam
japa tapamula tA jEsiti nanarAdu adigAka mari kapaTAtmuDu manamai
balkarAdu upama tanaku lEka unDavale nani yUra yUra tirugAga rAdu
capala cittudai yAlu sutulapai sUreku bhrama kArAdan  hari <EOP>
bhava vibhavamu nijamani yencagarAdu adigAka mari shiva mAdhava-
bhEdamu jEyagarAdu bhuvana-mandu dAne yOgyuDanani bonki poTTa
sAkaga rAdu pavanAtmaja dhrtamau sItApati pAdamulanu Emara rAdanu hari <EOP>
","caraNam
rAjasa tAmasa guNamulu gArAdu adigAkanu avyAjamunanu rAlEdana gArAdu rAjayOga mArgamu
nI cittamu rAjUcuTa viDavaga rAdu rAja shikhAmaniyaina tyAgarAja sakhuni marava rAdanE hari <EOS>
",3,1
Tyagaraja,song050.txt,"pallavi
kaligiyuNTEgadA galgunu kAmita phaladAyaka <EOP>
","anupallavi
kalini ingita mErugaka ninnADukoNTi calamu cEyaka nA talanu cakkani vrAta <EOP>
",,"caraNam
bhAgavatAgrEsarulagu nArada prahlAda parAshara rAmadAsulu
bAguga shrI raghu rAmuni padamula bhakti jEsina rIti tyAgarAjunikipuDu <EOS>
",1,1
Tyagaraja,song051.txt,"pallavi
nArAyaNa hari nArAyaNa hari nArAyaNa hari <EOP>
",,"caraNam
nashvaramanina dhanashvamulanu nE vishvasinca bhUtEshvara hari hari <EOP>
kOTishUla gani sATilEni palku bOTi nosagi mummATiki vEDanu <EOP>
Asa pishacA vESamu galugu dhanEshula gAcEdu dEshamu nElanu <EOP>
nAlOnE nI cElOjikkati nI lObhamu viDuva vElO teliyanu <EOP>
bhUlOkamulO mElOvaru vidhivrAlO nikhaujAlO teliyanu <EOP>
dUrE panulaku dUrEdaru kaDatErE panulanu tErE manasuku <EOP>
toli tA jEsina phalamE galadani ilanencani martyula celimi enduku <EOP>
dUSaNa hara para dUSaNa janagaNa bhISaNa suguNa vibhISaNa sannuta <EOP>
nOreppuDu nI pErE balukani vErE evvarunnArE rAghava <EOP>
mitra kulEsha caritra rasika jana mitramu gOrudu vrttAri vinuta <EOP>
vina vimAna kavIna hrdAlaya dIna janAvana dAnava hara shrI <EOP>
","caraNam
nA jUpulu mI nAjUku tanamu nE jUDani tyAgarAulla malaru <EOS>
",12,0
Tyagaraja,song052.txt,"pallavi
vaddanuNDunadE bahu mElu vArijAkSa <EOP>
","anupallavi
addampu mOmugala ranga anupama mOhanAnga <EOP>
","caraNam
bangAru pUla pUjintu bAguga ninnu sEvintu shrngArinci kaugalintu cEri ninnArAdhindhu <EOP>
mungala nE naTiyintu muddu mATala deliyintu sangItamu vinupintu sAreku nE santOSintu <EOP>
","caraNam
satta mAtramA nIyandu jittamugAni pOdendu tattaramu dIrcukondu tyAgarAja sulabhuDandu <EOS>
",3,1
Tyagaraja,song053.txt,"pallavi
mahita pravrddha shrImati guha gaNapati janani <EOP>
","anupallavi
pAhi vadana sudhAkarE shrIkarE pAhi suguNa ratnAkarE <EOP>
","caraNam
dEhi caraNa bhaktmakhila dEhini sadA phaladE himagiri tanayE vaidEhipa sahOdari <EOP>
vAhinIsha sannutE navAhi bhISa vallabhE bhavAhi nIlakaNThI simha vAhini janani <EOP>
pArtha sannutapriyE padArtha puNyadUrE kAmitArtha phaladE shrI tapastIrthapura nivAsini <EOP>
","caraNam
rAja shEkharAtma bhuvi rAja rAja sannutE sarOja daLa nibhAkSi tyAgarAja bhAgya dAyaki <EOS>
",4,1
Tyagaraja,song054.txt,"pallavi
mA jAnaki ceTTa baTTaga maharAja vaitivi <EOP>
","anupallavi
rAja rAjavara rAjIvAkSa vinu rAvaNAdiyani rAjillu kIrtiyu <EOP>
",,"caraNam
kAnakEgi yAjnA mIraka mAyAkara munici shikhi centanE yuNDi dAnavuni 
ventanE cani yashOkatani mUlanuNDi vAni mATalaku gOpaginci kaNTa vidhiyincakanE 
yuNDi shrI nAyaka yashamu nIkE kalgajEya lEdA tyAgarAja paripAla <EOS>
",1,1
Tyagaraja,song055.txt,"pallavi
krSNA mAkEmi dOva baluku kIrti galgu dEvadEva bAla <EOP>
",,"caraNam
sarike ravikelella bOyE verri kaliki lOrva vAyE shrI <EOP>
sarivArilO siggu pOyEnIru jAnulapai dAganAye bAla <EOP>
sarvamu nE nanukonna n du sAmarthyamu jUpu cinna bAla <EOP>
bAyalEni mammu nIvu E upAyamaina delpi brOvu <EOP>
mAtO jEraga inta bAdha galge maratuma ika prANanAtha bAla <EOP>
indu kanucu talli sAkeno lEka E pApula kaNDlu tAkeno bAla <EOP>
","caraNam
rAkendu mukha dayarAda tyAgarAjArcita brOvarAdA bAla <EOS>
",7,0
Tyagaraja,song056.txt,"pallavi
vENugAna lOluni ganaveyi kannulu gAvalenE <EOP>
","anupallavi
alivEnu lella drSTi cuTTi vEyucu mrokkucu rAka <EOP>
",,"caraNam
vikasita pankaja vadanalu vividha gatula nADaga nokari nokari kokaru 
karamuna niDi yOra kanula jUDaga shuka rambulu gala taruNulu 
sogasugAnu pADaga sakala surulu tyAgarAja sakhuni vEDaga vaccu <EOS>
",1,1
Tyagaraja,song057.txt,"pallavi
koluvaiyunnADE kOdaNDapANi <EOP>
","anupallavi
toli karma managa jUtamu rArA tOyajAri rOhini gUDina rIti <EOP>
",,"caraNam
manasu ranjilla surasatulu aNimAdulu koluva vEyivannE
kanaka shalAkanu gEru sIta kAntatOnu tyAgarAja vinutuDu <EOS>
",1,1
Tyagaraja,song058.txt,"pallavi
nI nAma rUpamulaku nitya jaya mangaLam <EOP>
",,"caraNam
pavamAna sutuDu baTTu pAdAra vindamulaku <EOP>
navamukta hAramlu naTiyuncE yuramunaku <EOP>
naLinArigEru ciru navvugala mOmunaku <EOP>
pankajAkSi nelakonna anga yugamunaku <EOP>
prahlAda nAradAdi bhaktulu pogaDakuNTE <EOP>
","caraNam
rAjIva nayana tyAgarAjDdi vinutamaina <EOS>
",6,0
Tyagaraja,song059.txt,"pallavi
sarasIruhAnana rAma samayamu brOva cidghana <EOP>
","anupallavi
para bhAmala nAshinci annamiDi pagalu rEyu sarasa mADu vAri nolla <EOP>
",,"caraNam
brAhmaNIkamu bAyu nIcula bratukAya nadigAka I kalilO 
brahmamaina mATalu nErcukoni baragErayya tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song060.txt,"pallavi
rAma sItArAma rAma rAja tanaya rAma dasharatha rAma sItArAma rAma raghu kulAbhi sOma <EOP>
",,"caraNam
uragamulu penagi naTlunnadi nA manasu karuNa jEsi kanTa jUci karamu baTTu rAma <EOP>
satsati patisEva sEyu candana nA manasu utsavamulu sEyuTa kuppongini rAma <EOP>
kalpa bhujmuna tIga kaTTu rIti manasu kalpamu lennaina viDici kadaladu shrI rAma <EOP>
advaita sAmrAjyamu labbinaTTu rAma sad-vairAgyamu nidiyu sAyujyamE rAma <EOP>
","caraNam
Agama nigamAmulaku arthamidi rAma tyAgarAjAjucE jEyinci bhOgamondu rAma <EOS>
",5,0
Tyagaraja,song061.txt,"pallavi
nIkE dayarAka nE jEyu panulella nera vErurA rAma <EOP>
","anupallavi
E kOpincaka nEnu nIvanu jnAni kElAgu sukhamiccunE O rAghava <EOP>
","caraNam
manasu nilvani vAru mAya jAlamu jEsi mari mukti konanaumE 
kanu samjnuku rAni kAntanu balimi garamida vAsamaunE O rAghava <EOP>
vADuka lEni vidyala cEta sabhalOna vAdinca bOnaunE
sATi vinnamATa madini nilpa lEni sarasuni viTamaunE O rAghava <EOP>
","caraNam
meppulakai bahu dharmamu jEsina migula brOva tagunE 
tappu mATalu gAdu tAraka nAma shrI tyAgarAjuni paini O rAghava <EOS>
",3,1
Tyagaraja,song062.txt,"pallavi
pAhi mAm shrI rAmacandra pAhi mAm shrI rAma <EOP>
",,"caraNam
akkaratO pAdamulaku mrokkiti Ela parAku <EOP>
dikku nIvE uNDaganu grakkuna vEDukonnAnu <EOP>
makkuvatO rAma nIvu ekkuva jEsi nannu brOvu <EOP>
cakkani nI muddu mOmu okka sAri kanipimpumu <EOP>
anniTanu nelakonna ninnu mincina vArevaranna <EOP>
cinnanADE anusarincu konnavADanu nannu pAlincu <EOP>
pannaga bhUSaNuDu cAla ninnu koniyADu nE vELa <EOP>
mannana jEsi Elavayya Apanna rakSaka rAmayya <EOP>
","caraNam
pannuga shrI tyAgarAja sannuta bhAskara tEja <EOS>
",9,0
Tyagaraja,song063.txt,"pallavi
vina rAdA nA manavi vina rAdA nA manavi <EOP>
","anupallavi
kanakAga kAvETi ranga shrIkAnta kAntalella kAminci pilacitE <EOP>
","caraNam
tEjinekki bAga teruvuna rAga rAjasatulu jUci rammani pilacitE <EOP>
","caraNam
bhAgadEya vaibhOga ranga shrI tyAgarAjanuta taruNulu pilacitE <EOS>
",2,1
Tyagaraja,song064.txt,"pallavi
pAhi mAm harE mahAnubhAva rAghava <EOP>
",,"caraNam
pAhi rAma anucu rEyu bAgalu goliciti pAhi rAma nIvanucu sampadamu velaciti <EOP>
pAhi rAma anucu pAri pAri kOriti pAhi rAma nAma mukta phalamu lEriti <EOP>
pAhi rAma anucu bhuvini bAga buTTiti pAhi rAma anucu gaTTi paTTU baTTiti <EOP>
pAhi rAma anucu nIdu padamu nammiti pAhi rAma anucu manasu bAguga rammiti <EOP>
pAhi rAma anucu nIdu padamu bADiti pAhi rAma anucu parama padamu vEDiti <EOP>
","caraNam
pAhi rAma anucu dhyAna paruDa naitini pAhi tyAgarAja vinuta bhaktuDaitini <EOS>
",6,0
Tyagaraja,song065.txt,"pallavi
manasA mana sAmarthyamEmi O <EOP>
","anupallavi
vinu sAkEta rAju vishvamanE rathamu nekki tana sAmarthyamucE dAne naDipincenE <EOP>
",,"caraNam
alanADu vashiSTAdulu paTTamu gaTTE palukula vini vEgamE bhUSaNamula nosagina kaikanu 
palumAru jagambulu kallala nina ravijuni mAya vala vEsi tyAgarAja varaduDu dA canaga lEdA <EOS>
",1,1
Tyagaraja,song066.txt,"pallavi
cani tODi tEvE O manasA <EOP>
","anupallavi
kanikaramutO gani kara miDi cira-kAlamu sukha-manubhavimpa vEgamE <EOP>
",,"caraNam
patitula brOcu paTTAdhi kArii paramArtha mata vasiSThA nusArini
dyuti nirjita shata shambarAriNi dhurina tyAgarAja hrccarini <EOS>
",1,1
Tyagaraja,song067.txt,"pallavi
karmamE balavanta mAyA talli kAyArOhaNa jAyA <EOP>
","anupallavi
nirmalamagu nAgapuramuna nelakona nIlAyatAkSi sakala lOka sAkSi <EOP>
","caraNam
dharanu dhanikula kOri nA paritApamu dIrpa lErairi ani saraguna nE
bayaludEri vacci parama pAvani nI sannidhi jEri nA <EOP>
vAridhi madi garvinci I vasudhaku tA rAnenci ninnu sAreku gani tala 
vanci uNDu dhIratanamu galugu ninu poDagAnci nA <EOP>
","caraNam
kAsAsa lEni nAmadiki n  karuNayE dhanamani balki nindAsatO 
vacci sannidhiki nijadAsuDaina shrI tyAgarAjunik <EOS>
",3,1
Tyagaraja,song068.txt,"pallavi
rAma Eva deivatam raghukula tilakO mE <EOP>
",,"caraNam
vigata kAma mOhamadO vimala hrdaya shubha phaladO <EOP>
jita gautama krta shApO nata varada sItapO <EOP>
bhakta citta tapa harO bhAvuka dAna caturO <EOP>
sura tAraka gaNa candrO mura narakEbha mrgEndrO <EOP>
hari padmaja sharvEshO haridAshva su-sankAshO <EOP>
","caraNam
tyAgarAja hrtsadanO nAgarAja vara shayanO <EOS>
",6,0
Tyagaraja,song069.txt,"pallavi
graha balam Emi shrI rAmAnugraha balamE balamu <EOP>
","anupallavi
graha balam Emi tEjOmaya vigrahamunu dhyAnincu vAriki nava <EOP>
",,"caraNam
graha pIDala panca pApamulanAgrahamulu gala kAmAdi ripula
nigrahamu sEyu harini bhajincu tyAgarAjuniki rasikA grEsarulaku <EOS>
",1,1
Tyagaraja,song070.txt,"pallavi
rAmA ninnE namminAnu nijamuga sItA <EOP>
","anupallavi
kAma janaka kamanIya vadana nanu kAvavE kAruNya jaladhi <EOP>
","caraNam
sAra sAmAdi vEdasArA santata budha vihAra rajita mukta-
hAra kanaka kEyUradhara suguNa pArAvAra surArAdhita pada <EOP>
dhIra sujana hrt panjarakIra nI padabhakti mAkIra madana sundarAkAra
danuja samhAra duSTa jana dUra raghu kulOddhAra uddhAra <EOP>
","caraNam
rAjarAja vandita bhUja nAyaka sura samAja shrIkara tyAgarAja-
mAnasa sarOja kusuma dIna rAja pangkita ratha rAja tanaya shrI <EOS>
",3,1
Tyagaraja,song071.txt,"pallavi
sangIta shAstra jnAnamu sArUpya saukhyadamE manasA <EOP>
","anupallavi
shrngAra rasAdayakhila sAra pUrita rAma kathA nAnAbdhiyuta <EOP>
",,"caraNam
prEma bhakti sujana vAtsalyamu shrI madramAvara kaTAkSamu 
nEmaniSTa yashOdana mosangunE nErpu galgu tyAgarAju nErcina <EOS>
",1,1
Tyagaraja,song072.txt,"pallavi
mahima daccincukOvayya mahini satya svarUpuDanu mahArAja rAjEshvarA nI <EOP>
","anupallavi
vihita mArga bhaktulugA mahAtmulu velayaga vinalEdA svakIyamagu <EOP>
",,"caraNam
paniki rAni panulu nADanucu shrI tyAgarAjanuta tappu lencaku <EOS>
",1,1
Tyagaraja,song073.txt,"pallavi
aTTa balukudu viTTa balukudu vandukEmi sEtu rAma? nI <EOP>
","anupallavi
TOTla narbhakula nUtuvu  mari mari tOcinaTTu gilluuvu  shrI rAma nI <EOP>
",,"caraNam
jIvula shikshincaga nErtuvu  ciran-jIvulugA jEya nErtuvurA 
bhAvamerigi brOtuvu  sadbhakta-bhAgadhEya shrI tyAgarAjavinuta <EOS>
",1,1
Tyagaraja,song074.txt,"pallavi
mElukO dayAnidhi mElukO dAsharathi <EOP>
","anupallavi
mElukO dayAnidhi mitrOdauamau vELa <EOP>
","caraNam
vennapAlu bangAru ginnElenE nuncinAnu tinnaga nAraginci tETa kannulatO nannu brOva <EOP>
nAradAdi munulu sarulu vArija bhavuDindu kalAdharuDu nI sannidhi nE kOri koluvu gAcinru <EOP>
","caraNam
rAjAdi digrAjulella vaccinAru rAja teliya tyAgarAja vinuta nannu brOva <EOS>
",3,1
Tyagaraja,song075.txt,"pallavi
prArabdha miTTuNDga norula nana pani lEdu nIvuNDaga <EOP>
","anupallavi
bAla guNashIla janapAla varada krpAlavla kAlAtIta shUlAdhara vinuta nA <EOP>
",,"caraNam
upAkari nE naitE nApakAru layyEdaru krpa jUcitE migula nEpamu lencEdarayya 
capala cittalu bhakta vEsulai nanu jUci shAstru layyEdaru shrI tyAgarAjApta nA <EOS>
",1,1
Tyagaraja,song076.txt,"pallavi
mAravairi ramaNi manju bhASiNi <EOP>
","anupallavi
krUra dAnavEbha vAranAri gauri <EOP>
",,"caraNam
karma bandha vAraNa niSkAma varadE dharmasamvardhani sadA vadana hAsE shubha phaladE <EOS>
",1,1
Tyagaraja,song077.txt,"pallavi
dayarAnI dayarAnI dAsharathI rAma <EOP>
",,"caraNam
vivarimpa daramA raghuvIrAnandamunu rAma <EOP>
talacitE mEnella pulakarincEnu rAma <EOP>
kanugona nAnandamai kannIru nindEnu rAma <EOP>
caraNa kaugili vELa celagi maimaracEnu rAma <EOP>
centanuNDaga nAdu cintalu tolagEnu rAma <EOP>
Asincu vELa jagamanta trNamAyEnu rAma <EOP>
marma hInula gUDa karmamana naiyyEni <EOP>
tanakai shrI rAmavatAra mettitivO <EOP>
nAvaNTi dAsula brOva veDalitivO <EOP>
mUdu mUrtula gAdi mUlamu nIvE rAma <EOP>
","caraNam
shrI tyAgarAjuni celikADu nIve rAma <EOS>
",11,0
Tyagaraja,song078.txt,"pallavi
sAdhincenE O manasA <EOP>
","anupallavi
bOdhincina sanmArga vacanamula bonku jEsi tA baTTina paTTu <EOP>
","caraNam
samayAniki dagu mATa lADanE <EOP>
dEvaki vasudEvula negincinaTu <EOP>
rangEshuDu sadgangA janakuDu sangIta sAmpradAyakuDu <EOP>
gOpi jana manOratha mosanga lEkanE geliyu jEsE vADu <EOP>
vanitala sadA sokka jEyucunu mrokka jEsE paramAtmu-Dadiyu gAka 
yashOda tanayuDancu mudambunanu muddu beTTa navvucuNDu hari <EOP>
parama bhakta vatsaluDu suguNa pArAvaruNDa janma mana ghUDi kali 
bAdhalu dIrcu vADanucu nE hrdambujamuna jUcu cuNDaga <EOP>
harE rAmachandra raghukulEsha mrdu subhASa shESa shayana 
para nAri sOdara aja virAjaturaga rAjarAjanuta nirAmaya pAghana 
sarasIruha daLAkSa anucu vEDukonna nannu tA brOvakanu <EOP>
shrI venkaTEsha suprakAsha sarvAnnata sajjana mAnasa nikEtana 
kanakAmbara dhara lasan-makuTa kuNDala virAjita harE anucu 
nE pogaDaga tyAgarAja gEyuDu mAnavEndraDaina rAmacandruDu <EOP>
","caraNam
sadbhaktula naData liTla nenE amarikagA nA pUja konenE 
aluga vaddananE vimukhulatO jEra bOku mananE veta galigina 
tALukommananE damashamAdi sukha dAyakuDagu shrI 
tyAgarAja nutuDu centa rAkanE <EOS>
",9,1
Tyagaraja,song079.txt,"pallavi
sudhA mAdhurya bhASaNa sudhAkarAnana <EOP>
","anupallavi
karthAmrtamucE bahukAlamu akali dIriyunnanu brOvumu <EOP>
",,"caraNam
dUrAtmulagu bhU-kirAtakula jEra rAdunucu sundarAkAra nI 
pArAyaNula celimi rAgOru tyAgarAjanuta O parAtparA suguNa <EOS>
",1,1
Tyagaraja,song080.txt,"pallavi
siggu mAli nAvale dhara nevaru diruga jAlarayya <EOP>
","anupallavi
muggurilO mElaina rAma mAmukhAbja dIna ramaNa ninnu nammi <EOP>
","caraNam
mundu dayatO balkina dinka mundu rAkapOye daNDanAlatO dinamulu 
gaDipE dAri delisi pOye andari cEtanu nA bratuku lipuDu nindala keDamAye 
mandaradhara nA jIvuDu jIvanamindu sEyanAyenani telisi <EOP>
ellavArivale bhava sAgaramuna nIda manasu rAdu ullamunanu gani 
nIvu nEnaiyuNDa deliya lEdu ollani panulaku poyyEdi vyasana mOrva 
daramu gAdu tallaDillu cunnadi nA manasu tALadu ika mIda ani delisi <EOP>
","caraNam
ninnADanu nA manasepuDina nijamuga rAlEdu vennavaNTi nI
cittuniki nA vetalu teliya lEdu pannagashayana nI dayakunu nE pAtruDu 
gAlEdu kanna taNDri tyAgarAju ninka karuNa jUDa lEdani telisi <EOS>
",3,1
Tyagaraja,song081.txt,"pallavi
mAmava satatam raghunAthA. <EOP>
","anupallavi
shrImadi nAnvaya candra shritajana shubha phalada suguNasAndra <EOP>
",,"caraNam
bhakti rahita shAstra vidatidUra pankaja daLa nayana nrpa
kumAra shakti tanaya hrdAlaya raghuvIra shAnta nirvikAra 
yukta vacana kanakAcala dhIra uragashayana munijana parivAra 
tyakta kAma mOha mada gambhIra tyAgarAja ripu jalada samIra <EOS>
",1,1
Tyagaraja,song082.txt,"pallavi
mArubalka kunna vEmirA mA manOramaNa <EOP>
","anupallavi
jAracOra bhajana jEsitinA sAkEta sadana <EOP>
",,"caraNam
dUra bhAramandu nA hrdayAravinda mandu nelakonna 
dAri nerigi santasilli naTTi tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song083.txt,"pallavi
parulanu vEDanu patita pAvanuDa <EOP>
","anupallavi
kari varada nIvE kAngkSatO brOvumika <EOP>
",,"caraNam
amaravara nIdu nAmadicayambE jIvanamu sEyunnAnu shrI tyAgarAja vinuta <EOS>
",1,1
Tyagaraja,song084.txt,"pallavi
pAhi rAma dUta jagatprANa kumAra mAm <EOP>
","anupallavi
vAhinIsha taraNa dasha vadana sUnutanu haraNa <EOP>
","caraNam
taruNAruNa vadanAbja tapanakOTi sankAsha karadhrta raghuvara su-caraNa kalimalAbhra gandhavAha <EOP>
ghOrAsura varAnnidhi kumbha tanaya krta kArya pArijAta taru nivAsa pAvana tulya vEga <EOP>
pAdavijita duSTa graha patitalOka pAvana vEda shAstra nipuNa varya vimala citta satatam mAm <EOP>
","caraNam
karuNArasa paripUrNa kAncanAdri samadEha parama bhAgavatarENya varada tyAgarAjanuta <EOS>
",4,1
Tyagaraja,song085.txt,"pallavi
pAhi paramAtma satatam mAm <EOP>
",,"caraNam
rAma sakala ripu bhIma muni manOddhAma tri-jagadAbdhi rAma <EOP>
bhAgadEyakaA rOgyAkara su-vairAgya bhaktajana yOgya <EOP>
rAmacandra nI nAmamandu nija prEmalEni bratukEmi <EOP>
santatambu tana antarambuna nI cinta lEni vADenta <EOP>
dorakarAni nI caraNa bhakti Emarina mAnavuDa suruDai <EOP>
Aru shatrulanu dUru cEsi nanu gAravincu vAru lEru <EOP>
manasuna nokaTi vacanamuna vEra vinayamu lADukoninAnA <EOP>
","caraNam
bAgugAnu shrI tyAgarAjanuta nAgarIka nanu vEga <EOS>
",8,0
Tyagaraja,song086.txt,"pallavi
dIna janAvana shrI rAma dAnava haraNa shrI rAma <EOP>
","anupallavi
vina vimAna shrI rAma mIna sharIra shrI rAma <EOP>
","caraNam
nirmala hrdaya shrI rAma kArmukha bANa shrI rAma   
sharma phala prada shrI rAma kUrmAvatAra shrI rAma <EOP>
shrIkara guNa shrI rAma shrIkara lAlita shrI rAma
shrI karuNArnava shrI rAma sUkara rUpa shrI rAma <EOP>
sarasija nayana shrI rAma surapati vinuta shrI rAma
naravara vESa shrI rAma narahari rUpa shrI rAma <EOP>
kAmita phalada shrI rAma pAmara dUra shrI rAma
sAmaja varada shrI rAma vAmana rUpa shrI rAma <EOP>
agha timirAditya shrI rAma vikalita mOha shrI rAma
raghukula tilaka shrI rAma bhrgu suta rUpa shrI rAma <EOP>
kushalava janaka shrI rAma kushalada catura shrI rAma
dashamukha mardhana srI rAma dasharatha nandana shrI rAma <EOP>
kali mala harana shrI rAma jalaja bhavArcita shrI rAma
salalita vacana shrI rAma hala dhara rUpa shrI rAma <EOP>
siddha jana priya shrI rAma prasiddha caritra shrI rAma
baddha suvasana shrI rAma buddhAvatAra shrI rAma <EOP>
jayakara nAma shrI rAma vijaya ratha sArathE shrI rAma
bhaya nAshana shrI rAma hayamukha rUpa shrI rAma <EOP>
","caraNam
bhAgavata priya shrI rAma Agama mUla shrI rAma
nAga sushayana shrI rAma tyAgarAjArcita shrI rAma <EOS>
",10,1
Tyagaraja,song087.txt,"pallavi
kaDatEra rAdA manasA <EOP>
","anupallavi
eDalEka bhajana cEsi nI eDagalgu nijapu dabbaralanu delisi <EOP>
",,"caraNam
khalacitta laukikamane shrunkhalamandu dagalakanE ulU-
khala baddhuniki nija dAsuDai velasillu tyAgarAju mATavini <EOS>
",1,1
Tyagaraja,song088.txt,"pallavi
Emi dOva balkumA ikanu nEnendu bOdu shrI rAma <EOP>
","anupallavi
rAmadAsuvale naitE sItAbhAma mandalincunu nItO tanak- <EOP>
",,"caraNam
daTTi gaTTi karamuna sharacApamu baTTi mUlavamula
rAvaNu tala goTTi nilva nAvELa trimUrtulu gOri nutimpaga
naTTi
vAri keduru balki rAjuku paTTi anaga nIku nAdupai daya buTTa
kAraNambEmi delisE vara bhOgishayana tyAgarAjanuta tana <EOS>
",1,1
Tyagaraja,song089.txt,"pallavi
mA kulamuna-kihapara mosagina nIku mangaLam shubha mangaLam <EOP>
","anupallavi
mA kula brOcina madana janaka nIku mangaLam shubha mangaLam <EOP>
","caraNam
matagaja gamana mAnita sadguNa nIku mangaLam shubha mangaLam <EOP>
mada mOha rahita manjuLa rUpa dhara nIku mangaLam shubha mangaLam <EOP>
manasija vairi mAnasa sadana nIku mangaLam shubha mangaLam <EOP>
manavini vini mammElu konna nIku mangaLam shubha mangaLam <EOP>
manasuna nelakonna krSNa nIku mangaLam shubha mangaLam <EOP>
","caraNam
mA manOhara pAlita tyAgarAja mangaLam shubha mangaLam <EOS>
",6,1
Tyagaraja,song090.txt,"pallavi
cAla kallalADu konna saukhyamEmirA <EOP>
","anupallavi
k lamu bOnu mATa nilucunu  kalyANarAma nAtO <EOP>
",,"caraNam
tallitaNDri nE nuNDa takkina bhayamEla yani palum ru nI vennO bAsalu jEsi
ilalO sarivAralalO ententO brOcucuNDi peddalat balki meppinci tyAgarAjunitO <EOS>
",1,1
Tyagaraja,song091.txt,"pallavi
vidulaku mrokkEda sangIta kO <EOP>
","anupallavi
mudamuna shankara krta sAma nigama vidulaku nAdAtmaka sapta svara <EOP>
",,"caraNam
kamalA gaurI vAgIshvari vidhi garuDa dhvaja shiva nAradulu amarEsha bharata kashyapa
caNDIsha AnjanEya guha gajamukhulu su-mrkaNDuja kumbhaja tumburu vara sOmEshvara
shArnga dEva nandi pramukhulaku tyAgarAja vandyulaku brahmAnanda sudhAmbudhi marma <EOS>
",1,1
Tyagaraja,song092.txt,"pallavi
koniyADEDu nAyeDa daya velaku goniyADEDavu sumi rAma ninu <EOP>
","anupallavi
anayamu nI sogasunu gani pongaDucu antarangamuna nati prEmatO ninu <EOP>
",,"caraNam
vinta vinta matamulalO jOrabaDi veta jendaga lEdanu nI manasuna kinta
delisi tyAgarAjanuta EvElanu nI shubha caritamunu <EOS>
",1,1
Tyagaraja,song093.txt,"pallavi
nI daya rAda <EOP>
","anupallavi
kadanE vArevaru kalyANarAma <EOP>
","caraNam
nannu brOcuvarilanu nADE teliya ina vamsha nI kinta tAmasamA <EOP>
anniTikinadhikAruDani nE bogaDitE mannincitE nIdu mahimaku
takkuva <EOP>
","caraNam
rAma rAma rAma tyAgarAja hrtsadana nAmadi tallaDillE nyAyamA vEgamE <EOS>
",3,1
Tyagaraja,song094.txt,"pallavi
shObhillu saptasvara sundarula bhajimpavE manasA <EOP>
","anupallavi
nAbhi hrt-kaNTha rasana nAsadulu andu <EOP>
",,"caraNam
dhara rksAmAdulalO vara gAyatri hrdayamuna 
sura bhUsura mAnasamuna shubha tyAgarAjuni eDa <EOS>
",1,1
Tyagaraja,song095.txt,"pallavi
gati nIvani nE kOri vacciti talli parAkA <EOP>
","anupallavi
matini entO vedaki sammatini shrI pravrddha shrImati nI 
padayugamulanE nera nammitini brOvumika nija dAsulaku <EOP>
","caraNam
paramau shrI tapatistIrtha nagaramandu nelakonna paramAnandi pogaDa 
taramA bramhakainanu dharalo nI sari gAna talli nIvADanugAna 
paritApamu lella dolaga Arakapura nAthula jatagUDi abh STa 
varamuliccu daivamu nIvanu manu sthiramatulai gAcinAru ganuka <EOP>
I puramuna bAgu kapUramu sEyuvA rEpuNyamu jEsiroO shrIpura nilayE prApu kOri 
unnAnu ambA parula nEnu vEDuga lEnu jUpu jUpu sEyaka nIvE daridApu gAni anyu 
lEvaru nAyeDa rEpu mApanaka nI mahimalu balu gOpurambugAni sujani <EOP>
","caraNam
rAkA shashivadanE sarvalOka nAyaki vinu mAya nE vElpula kAdiyau nI kaTAksSmu cEta
Eka citta mainanduka ambA inka nirdaya enduku nIkani dhana dhAnyamula kOraku I 
lOkulanE mATi mATi kaDaguTa caukagAni nI kIrtiki nendAka vinnavintu tyAgarAjuni <EOS>
",3,1
Tyagaraja,song096.txt,"pallavi
tava dAsOham tava dAsOham tava dAsOham dAsharathE <EOP>
",,"caraNam
vara mrdu bhASa virahita dOSa naravara vESa dAsharathE <EOP>
sarasija nEtra parama pavitra surapati mitra dAsharathE <EOP>
ninnu kOritirA nirupama shUra nannElukOrA dAsharathE <EOP>
manavini vinumA marava samayamA inakula dhanamA dAsharathE <EOP>
ghana sama nIla muni janapAla kanakadukUla dAsharathE <EOP>
dhara nIvaNTi deivamu lEdaNTi sharaNamu koNTi dAsharathE <EOP>
","caraNam
Agama vinuta rAga virahita tyAgarAjanuta dAsharathE <EOS>
",7,0
